Evasión,Género,Adulto Mayor,Tiene Pareja,Dependiente,Permanencia,Servicio Telefónico,Líneas Múltiples,Servicio Internet,Seguridad en Línea,Respaldo en Linea,Protección Dispositivo,Soporte Técnico,Streaming de TV,Streaming de Películas,Tipo Contrato,Facturación Electronica,Método de Pago,Cargo Mensual,Cargo Total,Cargo Diario
True,Femenino,False,False,False,23,True,True,Fibra óptica,True,False,False,False,True,False,Mes-a-Mes,True,Transferencia,90.05,2169.8,3.0016666666666665
False,Masculino,False,True,False,40,True,True,DSL,False,True,False,True,True,False,Un año,False,Tarjeta de crédito,70.75,2921.75,2.3583333333333334
True,Masculino,False,False,False,2,True,True,Fibra óptica,False,False,False,False,False,False,Mes-a-Mes,True,Cheque electrónico,76.5,162.45,2.55
True,Masculino,False,True,True,13,True,False,Fibra óptica,True,False,False,False,False,True,Mes-a-Mes,False,Cheque electrónico,84.05,1095.3,2.8016666666666667
True,Femenino,False,False,False,16,True,True,Fibra óptica,False,True,True,False,False,True,Mes-a-Mes,True,Tarjeta de crédito,95.6,1555.65,3.1866666666666665
False,Femenino,False,False,False,22,True,False,Fibra óptica,True,False,False,True,False,True,Mes-a-Mes,True,Cheque electrónico,89.05,1886.25,2.9683333333333333
True,Femenino,False,False,False,67,True,True,Fibra óptica,True,True,True,False,True,False,Mes-a-Mes,True,Tarjeta de crédito,102.95,6886.25,3.4316666666666666
False,Masculino,False,True,True,72,True,False,No,False,False,False,False,False,False,Dos años,False,Transferencia,21.0,1493.75,0.7
False,Masculino,False,False,False,3,True,False,Fibra óptica,True,False,False,True,False,False,Mes-a-Mes,True,Cheque por correo,82.3,214.4,2.743333333333333
True,Femenino,True,True,False,47,True,True,Fibra óptica,True,False,False,False,False,False,Mes-a-Mes,False,Cheque electrónico,80.35,3825.85,2.6783333333333332
False,Masculino,True,False,False,4,True,False,Fibra óptica,False,False,False,False,False,False,Mes-a-Mes,True,Cheque electrónico,70.65,293.85,2.355
False,Femenino,True,False,False,18,True,False,Fibra óptica,False,True,False,False,False,False,Mes-a-Mes,True,Cheque electrónico,73.55,1359.45,2.4516666666666667
True,Masculino,False,True,True,21,True,True,Fibra óptica,False,True,True,False,True,True,Mes-a-Mes,False,Cheque electrónico,104.4,2157.95,3.48
False,Femenino,False,True,True,62,True,False,DSL,True,False,True,True,True,False,Un año,True,Transferencia,70.75,4263.45,2.3583333333333334
True,Masculino,False,False,False,7,True,True,Fibra óptica,False,False,True,False,True,True,Mes-a-Mes,True,Transferencia,98.05,713.0,3.268333333333333
False,Masculino,False,False,False,29,True,False,DSL,False,False,True,False,False,False,Mes-a-Mes,False,Transferencia,48.95,1323.7,1.6316666666666668
False,Femenino,False,True,False,48,True,True,DSL,True,False,False,True,False,False,Un año,True,Transferencia,60.6,2985.25,2.02
False,Masculino,False,True,True,53,True,True,DSL,False,False,True,True,True,True,Un año,True,Cheque por correo,78.75,3942.45,2.625
False,Femenino,False,True,True,6,True,False,No,False,False,False,False,False,False,Un año,False,Tarjeta de crédito,19.0,105.5,0.6333333333333333
False,Masculino,False,True,False,22,True,False,DSL,True,False,False,True,False,False,Un año,True,Tarjeta de crédito,56.25,1292.2,1.875
True,Femenino,True,False,False,1,False,False,DSL,False,False,False,False,False,False,Mes-a-Mes,True,Cheque por correo,25.8,25.8,0.86
False,Masculino,False,True,False,72,True,True,Fibra óptica,False,True,False,False,True,True,Dos años,True,Cheque electrónico,99.4,7285.7,3.3133333333333335
False,Masculino,True,True,False,34,True,False,Fibra óptica,False,False,True,False,True,False,Mes-a-Mes,True,Tarjeta de crédito,85.2,2874.45,2.8400000000000003
False,Femenino,False,True,False,48,True,True,DSL,False,False,True,True,False,True,Un año,True,Cheque por correo,69.55,3435.6,2.3183333333333334
False,Femenino,False,True,False,21,False,False,DSL,True,False,False,False,False,False,Mes-a-Mes,False,Cheque electrónico,28.5,629.35,0.95
False,Masculino,False,False,False,71,True,True,Fibra óptica,True,False,False,True,False,True,Un año,False,Tarjeta de crédito,97.65,6687.85,3.2550000000000003
False,Femenino,False,False,False,1,True,False,No,False,False,False,False,False,False,Mes-a-Mes,True,Cheque por correo,20.25,20.25,0.675
False,Masculino,False,False,False,1,True,False,No,False,False,False,False,False,False,Mes-a-Mes,False,Cheque por correo,20.45,20.45,0.6816666666666666
False,Masculino,True,True,False,32,True,True,Fibra óptica,False,True,True,False,False,True,Mes-a-Mes,True,Cheque electrónico,93.5,2970.8,3.1166666666666667
False,Femenino,False,False,False,1,True,False,DSL,False,False,False,False,True,False,Mes-a-Mes,True,Cheque electrónico,54.65,54.65,1.8216666666666665
False,Masculino,False,False,False,63,True,True,DSL,True,False,True,True,False,True,Dos años,True,Transferencia,71.9,4479.2,2.396666666666667
False,Femenino,False,True,True,72,True,True,Fibra óptica,True,True,True,True,True,True,Dos años,True,Tarjeta de crédito,116.4,8543.25,3.8800000000000003
False,Femenino,False,False,False,53,True,True,Fibra óptica,False,True,True,False,True,True,Dos años,False,Cheque electrónico,105.55,5682.25,3.518333333333333
True,Femenino,True,True,True,1,True,False,Fibra óptica,False,False,False,False,False,False,Mes-a-Mes,True,Cheque electrónico,69.25,69.25,2.308333333333333
False,Masculino,False,True,True,50,True,False,DSL,True,False,False,True,True,True,Un año,False,Cheque electrónico,75.5,4025.6,2.5166666666666666
True,Masculino,False,True,False,15,True,True,Fibra óptica,False,False,True,False,True,True,Mes-a-Mes,True,Cheque electrónico,101.1,1504.05,3.3699999999999997
False,Femenino,False,True,False,21,True,False,Fibra óptica,False,False,False,True,True,False,Mes-a-Mes,True,Cheque electrónico,86.05,1818.9,2.868333333333333
True,Masculino,False,True,False,1,True,False,Fibra óptica,True,False,False,False,True,True,Mes-a-Mes,True,Cheque electrónico,95.0,95.0,3.1666666666666665
True,Femenino,True,False,False,2,True,False,Fibra óptica,False,False,False,False,False,False,Mes-a-Mes,False,Cheque electrónico,70.75,154.85,2.3583333333333334
True,Masculino,False,True,True,65,True,True,DSL,True,True,True,False,False,True,Un año,False,Tarjeta de crédito,72.45,4653.85,2.415
False,Femenino,False,True,True,52,True,False,Fibra óptica,False,True,True,True,False,False,Mes-a-Mes,False,Transferencia,85.8,4433.3,2.86
True,Masculino,False,False,False,13,True,False,Fibra óptica,False,False,True,False,True,False,Mes-a-Mes,True,Cheque electrónico,83.2,1060.6,2.7733333333333334
False,Masculino,False,False,False,4,True,False,No,False,False,False,False,False,False,Mes-a-Mes,True,Cheque por correo,19.65,67.55,0.6549999999999999
True,Femenino,True,False,False,46,True,True,Fibra óptica,True,True,True,False,True,True,Un año,True,Cheque electrónico,110.0,4874.8,3.6666666666666665
True,Femenino,False,True,False,53,True,False,Fibra óptica,False,False,True,False,True,True,Un año,True,Transferencia,94.85,5000.2,3.1616666666666666
False,Femenino,False,False,False,40,True,True,Fibra óptica,False,False,True,True,True,True,Un año,True,Tarjeta de crédito,105.95,4335.2,3.5316666666666667
False,Masculino,False,False,True,23,True,False,DSL,False,True,False,True,False,False,Mes-a-Mes,False,Cheque electrónico,54.15,1312.45,1.805
True,Masculino,False,False,False,4,True,True,Fibra óptica,False,False,False,False,False,True,Mes-a-Mes,True,Cheque electrónico,85.65,338.9,2.855
False,Femenino,False,True,False,57,False,False,DSL,True,True,True,False,True,True,Mes-a-Mes,True,Transferencia,58.75,3437.45,1.9583333333333333
False,Masculino,False,True,True,71,True,True,DSL,True,False,True,True,True,True,Un año,False,Cheque electrónico,85.45,6300.85,2.8483333333333336
False,Femenino,False,True,True,49,True,True,Fibra óptica,False,False,False,False,True,True,Mes-a-Mes,True,Transferencia,95.4,4613.95,3.18
False,Masculino,False,False,False,9,True,False,DSL,True,False,True,True,False,True,Mes-a-Mes,True,Transferencia,68.25,576.95,2.275
True,Masculino,False,False,True,4,True,True,Fibra óptica,False,True,False,False,True,True,Mes-a-Mes,True,Cheque electrónico,101.7,364.55,3.39
False,Femenino,False,True,False,61,True,False,No,False,False,False,False,False,False,Dos años,False,Tarjeta de crédito,20.25,1278.8,0.675
False,Femenino,True,False,False,70,True,True,DSL,False,True,True,True,True,False,Dos años,True,Transferencia,75.5,5212.65,2.5166666666666666
False,Masculino,False,True,False,13,True,True,DSL,True,False,False,False,False,True,Mes-a-Mes,True,Cheque electrónico,65.85,902.25,2.195
False,Femenino,False,False,False,34,True,True,DSL,False,False,False,True,True,False,Mes-a-Mes,False,Cheque por correo,65.0,2157.5,2.1666666666666665
True,Femenino,True,False,False,9,True,True,Fibra óptica,False,False,False,False,False,False,Mes-a-Mes,True,Cheque electrónico,74.55,622.9,2.485
False,Masculino,True,False,False,57,True,True,Fibra óptica,True,False,False,True,False,True,Dos años,False,Cheque electrónico,93.75,5625.55,3.125
True,Femenino,False,False,False,12,True,True,DSL,True,False,True,True,False,False,Mes-a-Mes,True,Cheque por correo,61.65,713.75,2.055
False,Femenino,False,False,False,7,True,False,Fibra óptica,False,False,True,True,True,True,Mes-a-Mes,True,Cheque electrónico,100.4,715.0,3.3466666666666667
True,Femenino,True,False,False,4,True,True,Fibra óptica,False,False,False,False,False,False,Mes-a-Mes,True,Cheque electrónico,74.9,321.75,2.496666666666667
True,Femenino,True,True,False,1,True,True,Fibra óptica,False,False,False,False,False,False,Mes-a-Mes,True,Cheque electrónico,74.45,74.45,2.481666666666667
False,Masculino,False,False,False,44,True,True,DSL,False,True,True,True,True,True,Un año,True,Transferencia,85.25,3704.15,2.841666666666667
False,Femenino,True,False,False,45,False,False,DSL,False,False,False,False,False,True,Un año,False,Cheque electrónico,34.2,1596.6,1.1400000000000001
False,Femenino,False,False,False,36,True,True,DSL,True,False,True,True,True,True,Un año,True,Tarjeta de crédito,89.65,3348.1,2.9883333333333337
True,Femenino,True,False,False,55,True,True,Fibra óptica,False,False,True,False,True,True,Un año,True,Cheque electrónico,100.0,5509.3,3.3333333333333335
False,Masculino,False,False,False,69,True,True,Fibra óptica,False,True,True,True,True,False,Dos años,True,Tarjeta de crédito,97.65,6743.55,3.2550000000000003
True,Masculino,False,True,False,9,True,False,Fibra óptica,False,True,True,False,False,False,Mes-a-Mes,True,Cheque electrónico,79.9,741.7,2.6633333333333336
False,Masculino,False,True,True,71,True,True,DSL,True,True,True,True,True,True,Dos años,False,Tarjeta de crédito,90.3,6287.3,3.01
False,Masculino,False,False,False,30,True,True,Fibra óptica,True,True,False,False,False,True,Mes-a-Mes,True,Tarjeta de crédito,94.3,2679.7,3.143333333333333
False,Femenino,False,True,True,52,True,False,No,False,False,False,False,False,False,Un año,True,Cheque electrónico,20.4,1090.65,0.6799999999999999
False,Femenino,False,True,True,52,True,True,No,False,False,False,False,False,False,Dos años,True,Transferencia,25.05,1270.25,0.8350000000000001
True,Masculino,False,False,False,24,True,True,DSL,True,False,False,False,False,False,Mes-a-Mes,True,Transferencia,55.65,1400.55,1.855
False,Masculino,False,False,True,3,True,False,DSL,False,False,False,True,True,True,Mes-a-Mes,False,Cheque por correo,70.7,225.65,2.356666666666667
False,Femenino,False,True,True,72,False,False,DSL,True,False,True,False,True,True,Dos años,True,Tarjeta de crédito,53.8,3952.45,1.7933333333333332
False,Masculino,False,True,False,72,True,True,Fibra óptica,True,True,True,False,False,True,Dos años,True,Cheque electrónico,99.15,7422.1,3.305
True,Masculino,False,True,False,4,True,False,DSL,False,False,False,True,False,False,Mes-a-Mes,False,Cheque por correo,50.05,179.35,1.6683333333333332
True,Femenino,False,False,False,1,True,False,Fibra óptica,False,True,True,False,False,False,Mes-a-Mes,True,Cheque electrónico,82.3,82.3,2.743333333333333
False,Femenino,False,True,True,51,True,False,DSL,True,True,False,True,False,True,Un año,True,Tarjeta de crédito,69.75,3562.5,2.325
False,Femenino,False,True,True,51,False,False,DSL,False,False,True,True,True,True,Un año,True,Cheque electrónico,56.15,2898.95,1.8716666666666666
False,Masculino,False,False,False,72,True,True,DSL,True,True,True,True,True,True,Dos años,False,Transferencia,86.65,6224.8,2.8883333333333336
False,Femenino,False,True,True,64,True,True,Fibra óptica,True,False,False,True,False,False,Mes-a-Mes,True,Transferencia,86.8,5327.25,2.893333333333333
True,Masculino,False,False,False,2,False,False,DSL,False,False,False,False,False,False,Mes-a-Mes,True,Cheque electrónico,25.05,56.35,0.8350000000000001
True,Masculino,False,True,False,70,True,False,Fibra óptica,True,True,True,True,True,True,Un año,True,Transferencia,109.5,7534.65,3.65
False,Femenino,True,True,False,13,False,False,DSL,False,False,False,False,True,True,Mes-a-Mes,False,Cheque electrónico,45.3,528.45,1.51
False,Masculino,False,False,False,52,True,False,Fibra óptica,True,False,True,False,True,False,Un año,False,Cheque electrónico,91.25,4738.3,3.0416666666666665
False,Masculino,False,False,False,7,True,False,No,False,False,False,False,False,False,Mes-a-Mes,False,Cheque por correo,20.75,141.1,0.6916666666666667
False,Masculino,False,True,True,4,True,False,No,False,False,False,False,False,False,Dos años,False,Cheque por correo,19.9,76.65,0.6633333333333333
True,Masculino,False,False,False,2,True,False,Fibra óptica,False,False,True,False,True,True,Mes-a-Mes,True,Cheque electrónico,95.85,197.7,3.195
False,Masculino,False,False,False,46,False,False,DSL,False,False,True,True,False,False,Un año,False,Tarjeta de crédito,33.7,1537.85,1.1233333333333335
False,Masculino,False,True,True,54,True,True,DSL,False,False,True,False,False,True,Dos años,False,Tarjeta de crédito,63.35,3409.1,2.111666666666667
True,Femenino,False,False,False,1,True,False,No,False,False,False,False,False,False,Mes-a-Mes,False,Cheque electrónico,19.3,19.3,0.6433333333333333
False,Femenino,False,True,True,72,False,False,DSL,True,True,True,True,True,True,Dos años,False,Transferencia,65.7,4575.35,2.19
False,Masculino,False,False,False,34,True,True,No,False,False,False,False,False,False,Dos años,False,Transferencia,26.1,980.35,0.87
False,Masculino,False,False,False,66,True,True,DSL,True,True,True,False,False,True,Dos años,True,Tarjeta de crédito,74.6,4798.4,2.4866666666666664
False,Femenino,False,True,True,16,True,True,Fibra óptica,True,False,True,True,True,True,Mes-a-Mes,True,Cheque electrónico,112.95,1882.55,3.765
True,Masculino,False,False,False,3,True,False,Fibra óptica,False,False,True,True,True,False,Mes-a-Mes,True,Cheque por correo,88.35,262.05,2.945
False,Masculino,False,True,True,11,True,True,DSL,True,False,False,False,True,False,Mes-a-Mes,True,Transferencia,65.15,723.35,2.171666666666667
False,Femenino,False,True,True,71,False,False,DSL,True,True,False,True,True,True,Dos años,False,Transferencia,59.7,4122.65,1.99
True,Masculino,False,False,False,9,False,False,DSL,False,False,False,False,True,False,Mes-a-Mes,True,Tarjeta de crédito,34.7,296.1,1.1566666666666667
False,Masculino,False,False,False,57,True,False,No,False,False,False,False,False,False,Dos años,False,Transferencia,20.65,1125.6,0.6883333333333332
True,Masculino,True,False,False,9,True,True,Fibra óptica,False,False,True,False,True,True,Mes-a-Mes,True,Cheque electrónico,100.5,918.6,3.35
False,Masculino,False,True,False,62,True,True,No,False,False,False,False,False,False,Un año,True,Tarjeta de crédito,23.75,1446.8,0.7916666666666666
False,Masculino,False,False,True,72,True,False,No,False,False,False,False,False,False,Dos años,False,Tarjeta de crédito,19.9,1529.65,0.6633333333333333
False,Femenino,True,False,False,66,True,True,Fibra óptica,False,True,True,False,True,True,Un año,False,Transferencia,108.1,7238.6,3.603333333333333
True,Masculino,True,False,False,16,False,False,DSL,False,True,False,False,True,False,Mes-a-Mes,True,Cheque por correo,39.0,679.85,1.3
False,Masculino,False,False,False,16,True,False,No,False,False,False,False,False,False,Mes-a-Mes,True,Tarjeta de crédito,20.6,330.25,0.6866666666666668
False,Masculino,False,True,True,58,True,False,No,False,False,False,False,False,False,Un año,True,Cheque electrónico,19.55,1108.8,0.6516666666666667
False,Femenino,False,False,False,4,True,True,Fibra óptica,True,False,False,False,False,False,Mes-a-Mes,True,Cheque electrónico,80.15,319.85,2.671666666666667
False,Masculino,False,True,True,72,True,False,No,False,False,False,False,False,False,Dos años,False,Transferencia,20.3,1401.15,0.6766666666666666
False,Masculino,False,True,False,67,True,True,Fibra óptica,True,True,True,False,True,True,Un año,False,Tarjeta de crédito,109.9,7332.4,3.6633333333333336
False,Masculino,False,True,True,71,True,True,DSL,True,True,True,True,True,True,Dos años,False,Cheque electrónico,90.4,6668.05,3.0133333333333336
False,Masculino,True,False,False,72,True,True,No,False,False,False,False,False,False,Dos años,False,Transferencia,25.4,1809.35,0.8466666666666666
False,Femenino,False,True,True,15,True,False,DSL,False,False,False,False,False,False,Mes-a-Mes,False,Cheque electrónico,46.3,639.45,1.5433333333333332
False,Femenino,False,False,True,11,False,False,DSL,False,False,False,False,False,False,Mes-a-Mes,False,Cheque electrónico,25.2,321.05,0.84
False,Femenino,False,True,True,43,True,True,No,False,False,False,False,False,False,Un año,True,Transferencia,24.45,993.15,0.815
True,Femenino,False,False,True,3,True,False,DSL,True,False,False,True,False,False,Mes-a-Mes,True,Cheque por correo,55.1,154.65,1.8366666666666667
False,Femenino,False,True,True,24,True,True,DSL,True,True,False,False,True,True,Un año,False,Cheque electrónico,78.4,1832.4,2.6133333333333337
False,Femenino,False,False,False,52,True,True,DSL,True,False,True,True,True,False,Un año,False,Tarjeta de crédito,74.0,3877.65,2.466666666666667
False,Femenino,False,False,True,13,False,False,DSL,False,True,False,False,False,False,Mes-a-Mes,False,Cheque electrónico,30.15,382.2,1.005
True,Masculino,True,True,False,1,True,False,Fibra óptica,False,False,False,False,False,False,Mes-a-Mes,False,Cheque por correo,70.85,70.85,2.3616666666666664
False,Masculino,False,False,False,55,True,True,DSL,False,False,True,False,True,True,Dos años,True,Transferencia,77.8,4323.35,2.5933333333333333
False,Femenino,False,True,False,42,True,False,Fibra óptica,False,False,True,True,True,True,Dos años,True,Tarjeta de crédito,99.0,4135.0,3.3
False,Masculino,False,False,False,2,True,False,No,False,False,False,False,False,False,Mes-a-Mes,False,Cheque por correo,20.75,44.2,0.6916666666666667
False,Masculino,False,False,False,1,True,False,DSL,False,False,True,True,True,True,Mes-a-Mes,True,Cheque electrónico,75.5,75.5,2.5166666666666666
True,Masculino,True,False,False,27,True,True,Fibra óptica,False,True,False,False,False,False,Mes-a-Mes,True,Cheque electrónico,81.45,2122.05,2.7150000000000003
False,Masculino,False,True,True,17,True,True,DSL,False,True,True,True,False,False,Mes-a-Mes,True,Cheque por correo,66.7,1077.05,2.2233333333333336
True,Femenino,False,False,False,2,False,False,DSL,False,False,False,False,False,True,Mes-a-Mes,True,Cheque electrónico,34.7,62.25,1.1566666666666667
False,Femenino,True,True,False,27,True,True,DSL,False,True,True,True,True,True,Mes-a-Mes,False,Cheque electrónico,83.85,2310.2,2.795
True,Masculino,True,False,False,52,False,False,DSL,False,True,False,False,True,True,Mes-a-Mes,True,Cheque electrónico,49.15,2550.9,1.6383333333333332
False,Femenino,False,False,False,45,True,True,Fibra óptica,True,True,False,False,False,True,Un año,False,Transferencia,96.75,4442.75,3.225
False,Femenino,False,True,False,71,True,False,No,False,False,False,False,False,False,Dos años,False,Tarjeta de crédito,19.1,1372.45,0.6366666666666667
False,Masculino,False,False,False,36,True,False,No,False,False,False,False,False,False,Dos años,True,Tarjeta de crédito,18.55,689.0,0.6183333333333334
False,Femenino,False,False,False,15,True,False,No,False,False,False,False,False,False,Un año,False,Tarjeta de crédito,20.1,302.45,0.67
False,Femenino,False,False,False,20,True,False,Fibra óptica,True,False,True,False,True,False,Mes-a-Mes,True,Transferencia,89.4,1871.15,2.98
False,Masculino,False,True,True,71,True,False,No,False,False,False,False,False,False,Dos años,False,Cheque por correo,19.8,1396.25,0.66
False,Femenino,False,False,True,24,True,False,No,False,False,False,False,False,False,Un año,False,Transferencia,21.05,531.55,0.7016666666666667
False,Femenino,False,False,False,71,True,True,Fibra óptica,False,True,True,True,True,True,Dos años,True,Cheque electrónico,111.25,7984.15,3.7083333333333335
True,Masculino,False,True,False,9,False,False,DSL,False,False,False,True,True,False,Mes-a-Mes,False,Cheque por correo,40.65,328.95,1.355
False,Femenino,False,True,True,66,True,True,DSL,True,True,True,True,True,True,Dos años,False,Tarjeta de crédito,89.9,5958.85,2.996666666666667
False,Femenino,False,False,False,30,True,False,No,False,False,False,False,False,False,Dos años,False,Tarjeta de crédito,19.4,578.5,0.6466666666666666
False,Masculino,False,False,False,47,True,False,DSL,True,True,True,True,True,True,Un año,True,Transferencia,86.95,4138.9,2.8983333333333334
False,Femenino,False,False,False,7,True,True,Fibra óptica,False,False,False,False,False,False,Mes-a-Mes,True,Cheque electrónico,75.35,564.65,2.5116666666666663
False,Femenino,False,True,False,2,True,False,DSL,False,False,False,False,False,False,Mes-a-Mes,True,Cheque electrónico,45.0,89.75,1.5
True,Masculino,False,False,False,1,False,False,DSL,False,False,False,False,False,True,Mes-a-Mes,True,Cheque electrónico,35.55,35.55,1.1849999999999998
False,Femenino,False,False,False,46,True,False,DSL,False,False,False,False,False,False,Mes-a-Mes,False,Transferencia,44.95,2168.9,1.4983333333333335
True,Masculino,False,False,False,53,True,True,Fibra óptica,False,False,False,False,True,False,Mes-a-Mes,False,Transferencia,85.45,4517.25,2.8483333333333336
False,Masculino,False,False,True,62,True,False,No,False,False,False,False,False,False,Dos años,False,Transferencia,20.0,1250.1,0.6666666666666666
False,Masculino,False,False,False,70,False,False,DSL,True,False,True,True,False,True,Dos años,False,Transferencia,48.4,3442.8,1.6133333333333333
False,Femenino,False,True,False,16,True,False,Fibra óptica,False,True,False,False,True,True,Mes-a-Mes,True,Transferencia,94.65,1461.15,3.1550000000000002
False,Femenino,False,False,False,15,True,False,DSL,True,False,True,True,False,False,Mes-a-Mes,False,Cheque electrónico,58.95,955.15,1.965
False,Femenino,False,False,False,45,True,False,Fibra óptica,True,True,False,False,True,True,Un año,True,Cheque electrónico,100.3,4483.95,3.3433333333333333
False,Masculino,False,True,False,72,True,True,Fibra óptica,True,True,True,True,False,True,Dos años,False,Transferencia,105.6,7581.5,3.52
False,Femenino,False,True,True,13,True,False,No,False,False,False,False,False,False,Dos años,False,Cheque por correo,19.55,265.3,0.6516666666666667
False,Masculino,False,False,False,6,True,False,DSL,False,False,True,False,True,False,Mes-a-Mes,False,Cheque por correo,60.9,414.1,2.03
False,Masculino,False,True,True,18,True,False,No,False,False,False,False,False,False,Un año,False,Transferencia,20.05,345.9,0.6683333333333333
False,Femenino,False,True,True,68,True,True,Fibra óptica,False,True,False,True,True,True,Dos años,True,Tarjeta de crédito,103.75,7039.45,3.4583333333333335
False,Femenino,False,True,True,64,True,True,Fibra óptica,True,True,True,True,True,True,Un año,False,Cheque electrónico,113.35,7222.75,3.7783333333333333
True,Femenino,False,False,False,34,True,True,DSL,True,True,False,True,False,False,Un año,True,Cheque por correo,64.4,2088.75,2.146666666666667
False,Masculino,False,False,False,5,True,False,DSL,False,False,True,True,True,True,Mes-a-Mes,False,Transferencia,75.15,392.65,2.5050000000000003
True,Femenino,False,True,False,20,True,True,Fibra óptica,True,False,False,False,False,False,Mes-a-Mes,False,Cheque electrónico,82.4,1592.35,2.746666666666667
False,Masculino,False,True,False,64,True,False,Fibra óptica,True,True,False,True,True,True,Dos años,True,Tarjeta de crédito,104.05,6605.55,3.4683333333333333
False,Femenino,True,True,False,26,True,False,Fibra óptica,False,False,True,False,True,False,Mes-a-Mes,True,Tarjeta de crédito,85.7,2067.0,2.856666666666667
True,Femenino,False,False,False,5,True,False,DSL,True,False,False,True,False,False,Mes-a-Mes,False,Tarjeta de crédito,53.85,259.8,1.7950000000000002
False,Femenino,False,False,False,2,True,False,No,False,False,False,False,False,False,Mes-a-Mes,True,Cheque por correo,20.05,39.25,0.6683333333333333
True,Masculino,False,True,False,13,True,True,Fibra óptica,False,False,True,False,True,True,Mes-a-Mes,True,Tarjeta de crédito,102.25,1359.0,3.408333333333333
False,Masculino,False,True,False,59,True,True,DSL,True,False,False,True,False,True,Un año,True,Cheque por correo,69.1,4096.9,2.3033333333333332
False,Masculino,False,False,False,17,True,True,DSL,True,False,False,False,False,True,Mes-a-Mes,False,Transferencia,65.75,1111.2,2.191666666666667
True,Femenino,False,False,False,9,True,False,Fibra óptica,False,False,False,False,False,True,Mes-a-Mes,True,Cheque electrónico,79.55,723.4,2.6516666666666664
True,Femenino,True,False,False,10,True,False,Fibra óptica,False,False,True,False,False,True,Mes-a-Mes,True,Tarjeta de crédito,84.6,865.55,2.82
True,Femenino,False,False,False,5,True,False,Fibra óptica,False,False,False,True,False,True,Mes-a-Mes,True,Tarjeta de crédito,85.4,425.9,2.8466666666666667
True,Femenino,False,False,False,54,True,True,Fibra óptica,True,False,True,False,True,True,Un año,True,Transferencia,103.95,5639.05,3.4650000000000003
False,Masculino,False,False,False,56,True,True,Fibra óptica,True,True,False,False,False,False,Mes-a-Mes,True,Cheque electrónico,86.4,4922.4,2.8800000000000003
True,Masculino,False,True,True,4,True,True,Fibra óptica,False,False,True,False,True,True,Mes-a-Mes,False,Cheque electrónico,101.15,385.9,3.371666666666667
True,Femenino,False,False,False,2,True,False,No,False,False,False,False,False,False,Mes-a-Mes,False,Cheque por correo,19.5,31.55,0.65
False,Masculino,False,False,False,62,True,True,DSL,True,True,True,True,False,False,Dos años,False,Transferencia,69.4,4237.5,2.3133333333333335
True,Femenino,True,True,False,27,True,False,Fibra óptica,True,False,True,False,True,True,Mes-a-Mes,True,Cheque electrónico,101.25,2754.45,3.375
True,Masculino,False,False,False,1,True,False,DSL,False,False,False,False,False,False,Mes-a-Mes,True,Cheque por correo,45.7,45.7,1.5233333333333334
False,Femenino,False,True,False,53,True,False,Fibra óptica,False,False,False,True,True,True,Un año,True,Cheque electrónico,93.45,4872.2,3.115
True,Masculino,False,True,False,54,True,True,Fibra óptica,False,True,True,False,True,True,Mes-a-Mes,True,Cheque electrónico,104.3,5278.15,3.4766666666666666
False,Masculino,False,False,False,23,True,False,DSL,False,False,False,False,True,True,Un año,True,Transferencia,64.9,1509.8,2.1633333333333336
False,Masculino,False,True,True,6,True,False,No,False,False,False,False,False,False,Un año,False,Cheque por correo,19.45,113.5,0.6483333333333333
False,Masculino,False,False,True,8,False,False,DSL,True,False,False,True,False,True,Dos años,True,Cheque por correo,44.55,343.45,1.4849999999999999
True,Femenino,False,True,False,11,True,True,Fibra óptica,False,False,True,False,True,True,Mes-a-Mes,True,Cheque electrónico,99.5,1056.95,3.316666666666667
False,Masculino,False,True,False,61,True,True,Fibra óptica,False,False,False,False,True,True,Un año,True,Transferencia,96.5,5673.7,3.216666666666667
False,Masculino,False,True,False,34,True,True,Fibra óptica,False,False,True,False,True,True,Mes-a-Mes,False,Cheque electrónico,100.85,3527.3,3.3616666666666664
False,Masculino,False,False,False,56,True,True,Fibra óptica,True,False,False,True,True,True,Mes-a-Mes,True,Cheque por correo,105.35,5794.45,3.5116666666666663
False,Masculino,False,False,False,38,True,False,No,False,False,False,False,False,False,Un año,False,Cheque por correo,20.1,730.1,0.67
False,Masculino,False,True,True,69,True,False,No,False,False,False,False,False,False,Dos años,False,Transferencia,20.2,1376.5,0.6733333333333333
False,Masculino,False,True,False,72,True,True,Fibra óptica,True,True,True,True,True,True,Dos años,False,Transferencia,115.15,8349.45,3.8383333333333334
False,Femenino,True,True,False,70,True,True,Fibra óptica,True,True,True,True,True,True,Dos años,True,Tarjeta de crédito,113.0,7987.6,3.7666666666666666
False,Femenino,False,False,True,7,False,False,DSL,True,False,False,False,False,False,Mes-a-Mes,False,Cheque por correo,29.8,201.95,0.9933333333333334
False,Masculino,False,True,False,61,True,True,DSL,True,True,True,True,False,True,Dos años,True,Transferencia,80.8,4860.85,2.6933333333333334
False,Femenino,False,False,False,64,True,True,Fibra óptica,True,True,True,True,True,True,Dos años,True,Transferencia,115.1,7334.05,3.8366666666666664
False,Masculino,False,True,True,55,True,True,Fibra óptica,False,False,False,False,False,True,Mes-a-Mes,False,Transferencia,85.5,4713.4,2.85
