Valor;Area;Dist_Playa;Dist_Farmacia
231054;123;1.623707842;0.712762
257856;105;0.23542414;0.01466
68392;97;5.957305529;0.098737
406654;153;0.200188732;0.983203
66359;60;6.585536495;0.476236
286506;160;3.063816731;0.522631
646765;200;0.131674555;0.139097
314233;320;0.195598544;0.836142
236599;81;1.122777937;0.890562
421442;154;2.259874205;0.148242
49908;60;12.61521394;0.025597
64695;65;6.584673571;0.249838
221811;90;1.038148505;0.136879
83179;37;0.327031561;0.436088
1072089;260;1.760616585;0.125934
831793;289;0.055761015;0.762538
221811;260;5.359810581;0.888104
57856;55;3.96464445;0.593562
127542;90;6.544059367;0.838036
54510;61;9.821391415;0.478933
73937;61;4.483819022;0.14539
91497;76;8.608316925;0.802955
347505;110;0.342765269;0.890229
175601;141;1.084405298;0.516328
231054;115;0.512394195;0.006583
112754;118;0.470160536;0.854796
38817;56;9.964305996;0.895947
587800;153;0.719281451;0.627915
194085;138;0.56009573;0.615293
301941;144;2.265563485;0.199843
128466;69;0.325690546;0.639811
80407;81;7.620215268;0.135767
36969;55;7.229883746;0.462991
55453;16;0.169971645;0.793386
103142;53;0.278039595;0.343003
41590;60;5.814604867;0.630169
114603;109;6.277305513;0.781042
147874;178;7.681066657;0.732199
100739;39;0.381813968;0.606435
88725;80;1.016043026;0.409359
39741;23;1.645511749;0.83128
138632;110;0.991359464;0.79828
517560;154;0.199089554;0.161473
46026;55;8.074184479;0.387911
133087;115;4.357773573;0.557777
40665;85;5.926428933;0.988816
275416;201;0.564621061;0.109685
110536;83;5.919511214;0.184669
105360;83;0.973972051;0.419698
97043;59;6.137505692;0.817469
79482;61;7.538279076;0.321301
25878;60;6.506050721;0.026691
351201;190;0.352945099;0.954195
66543;95;6.457483771;0.193437
94270;80;4.549605136;0.90648
155268;110;2.586987028;0.373393
110721;86;8.066933193;0.598452
114603;153;4.57862736;0.645007
147874;41;0.704408762;0.106876
92237;109;9.61468887;0.526372
480592;235;2.538851214;0.023541
232902;188;1.104546527;0.242361
312384;120;0.304056496;0.456314
44177;60;11.96224463;0.757309
367837;86;0.613775068;0.053612
1090573;256;0.332760416;0.467254
534196;443;1.553783476;0.807274
111830;35;0.108033486;0.921457
110906;128;4.059218408;0.745518
58965;60;7.610240633;0.404639
90573;90;7.449032259;0.966544
125693;137;6.42001184;0.687602
97967;67;1.787159779;0.510508
194085;95;0.99329526;0.428418
221811;85;0.403736936;0.980329
117375;80;0.325550017;0.548926
1460259;170;0;0.786229
195933;150;5.125716912;0.631343
13863;46;12.49282556;0.098075
73937;45;0.991382554;0.246694
88909;39;0.467420023;0.572285
221811;85;2.23433346;0.837246
77634;100;0.995285136;0.187438
232902;120;0.231903126;0.492869
443623;153;1.074189185;0.885514
460259;120;0.117657046;0.997631
101664;70;1.564487921;0.634208
332717;101;1.044322007;0.064255
108688;90;4.401957608;0.540846
194085;178;2.119718326;0.79294
170980;90;0.283736294;0.370406
255083;104;1.031127436;0.167192
269686;146;2.11217986;0.646601
48059;48;6.737130188;0.10178
107209;150;4.57862736;0.016788
462107;180;0.178037797;0.654423
36969;45;6.967065262;0.759912
66359;53;3.354861499;0.839561
203327;80;0.131140009;0.761776
73937;62;6.678249712;0.704653
120148;50;0.522505085;0.185914
184843;135;1.042808076;0.454757
365989;117;0.01328214;0.925376
212569;110;0.84101758;0.085961
55453;79;7.079954554;0.582515
462107;184;0.048585325;0.011905
151571;110;4.98606909;0.167681
70240;65;8.935764274;0.16937
369686;80;0.110318388;0.802537
58226;76;7.601965972;0.88874
71165;67;7.15203295;0.567685
238447;128;2.185670007;0.181937
99815;34;0.792197269;0.456911
103512;94;6.584673571;0.355941
369686;286;0.797607057;0.319075
126617;136;2.286260941;0.756279
321627;161;0.130856424;0.863253
388170;270;0.445370413;0.748906
194085;94;0.99329526;0.338591
32902;54;14.76387165;0.098068
831793;210;1.098644549;0.097454
1099815;245;0.365332847;0.608668
587800;333;1.641230293;0.675689
277264;159;0.210967775;0.249753
55453;42;6.390360678;0.169602
166359;105;0.191283621;0.990884
114603;75;1.75788752;0.677902
56377;70;8.24482355;0.58249
275231;110;0.225940811;0.966751
406654;200;1.07892459;0.274067
53420;64;9.647131667;0.726647
112754;43;0.544808957;0.808401
116451;98;0.779711158;0.927615
77634;39;0.839118476;0.727729
702403;195;2.606611982;0.726891
155268;119;0.799971292;0.601905
961183;240;0.100148199;0.446411
22181;50;11.31764897;0.35716
110721;163;4.190551723;0.612006
434381;120;0.255435746;0.603276
137708;70;0.901790836;0.502692
44362;50;8.214420776;0.739235
64695;72;7.671863706;0.055644
101664;60;0.771355312;0.314472
51756;40;6.375592507;0.97594
273567;110;0.743128613;0.443557
139556;72;0.105566914;0.02086
83179;40;1.385376692;0.959918
332717;122;1.834845012;0.876824
85028;89;5.822844702;0.242046
46026;60;5.706121569;0.008797
591497;250;0.086798504;0.45515
89649;84;2.295847791;0.783883
116451;64;6.377248676;0.85347
64695;70;7.195476025;0.397737
369686;110;1.955988082;0.558489
97967;88;8.220310854;0.366816
73752;68;3.123222287;0.972022
88725;57;0.731961776;0.291617
406654;222;0.791886553;0.891716
165434;125;6.369333185;0.229382
77634;90;6.852685641;0.968542
277264;139;0.378998684;0.178599
257856;105;0.23542414;0.768488
116451;68;0.84082676;0.330801
73937;75;3.96464445;0.774187
462107;320;0.187779818;0.625426
268022;95;0.81577279;0.545028
240296;160;0.396992338;0.203382
77634;80;5.106230345;0.94099
62847;43;1.938840293;0.949643
90573;48;0.156710821;0.184038
147874;75;0.874397813;0.08857
194085;107;6.144282674;0.500391
161738;48;0.193938294;0.508963
434381;92;0.10518316;0.275485
236599;264;0.857772483;0.857897
157116;85;1.69641009;0.905713
330869;130;1.984715101;0.859141
360444;82;0.513328406;0.544002
397412;206;0.390287735;0.301618
369686;154;1.682278356;0.628541
86876;59;7.49809179;0.559805
58041;59;5.492943804;0.508178
62847;76;7.910047959;0.487727
332717;102;1.279147353;0.869133
42514;30;6.743373985;0.155893
554529;120;0.201385584;0.538173
711645;190;1.553783476;0.41808
730129;154;0.074114432;0.372872
223660;125;6.011085814;0.372487
1589649;289;2.569273952;0.846363
295749;100;0.108033486;0.159675
234750;93;1.116161301;0.698228
175601;81;0.059650737;0.23137
62847;56;7.425575171;0.185327
367837;127;0.620117209;0.583699
51756;70;6.228906142;0.922587
52680;86;7.665860104;0.712514
221811;208;7.72240871;0.013419
130037;121;3.113887491;0.435375
351201;103;0.247756816;0.769682
175601;177;6.687122586;0.274005
55453;72;5.417808335;0.919529
332717;166;0.674036474;0.600437
220887;112;0.172144255;0.342078
397412;200;0.833885524;0.52421
157116;149;7.286272583;0.863967
34196;46;5.133319069;0.716099
110906;68;0.265732349;0.724976
109057;120;0.96967137;0.924122
210721;210;1.203110519;0.852344
134011;150;8.164297873;0.764158
80222;70;2.785519266;0.664048
194085;115;5.526743508;0.474761
175601;110;5.272628572;0.145627
868762;352;0.043281568;0.013893
517560;240;0.230548045;0.432562
683919;140;0.444422093;0.817575
369686;258;1.571469981;0.029784
144177;81;6.168130607;0.903666
48983;60;6.286815919;0.742149
134935;45;0.554323779;0.344416
164510;151;4.966929716;0.120798
99815;40;1.946396962;0.808509
332717;155;7.117764945;0.418353
50832;34;2.771481974;0.7867
147874;80;0.9910648;0.44485
831793;280;0.643609133;0.273332
166359;164;0.309795129;0.652213
60998;42;2.018435952;0.769264
46211;68;6.780551144;0.911315
609982;150;0.090826835;0.259426
60998;38;2.116077191;0.901689
105360;64;5.262867737;0.30621
4621072;750;0.067334651;0.015735
83179;70;7.252053073;0.674473
240296;172;4.436822491;0.845369
162662;78;0.428393595;0.519206
292052;251;0.054344147;0.359929
72089;62;8.07146126;0.433968
249538;374;0.753289468;0.730974
107209;58;0.27685766;0.666439
55268;40;6.34600652;0.592116
70240;59;8.230188295;0.622206
127542;79;5.232234458;0.718986
365989;182;0.221266218;0.962958
517560;168;0.064954255;0.075124
256747;150;0.065979946;0.310016
386137;182;0.396575821;0.456106
240296;71;1.068776577;0.186977
138632;120;1.0561063;0.246988
868762;212;0.56709266;0.577901
188355;75;0.411139144;0.948395
240296;98;0.098659509;0.649406
73937;69;4.178855847;0.172093
166359;109;4.803116668;0.838002
388170;214;0.903074678;0.998656
138632;100;0.175605;0.891061
48059;59;8.396498208;0.426337
332717;90;0.681554295;0.203512
349353;172;0;0.297559
277264;145;5.898853825;0.409735
471349;227;0.19498085;0.692953
850277;300;0.058171102;0.496499
711460;282;1.692412922;0.412774
32329;58;3.694053653;0.559645
496858;280;0.182290001;0.497405
203327;120;5.685783302;0.176827
52680;49;7.808211629;0.514817
425139;297;0.080592957;0.436936
110906;85;1.389758638;0.092594
218115;97;1.247447468;0.695725
123660;109;0.243706689;0.129525
166359;95;0.469321107;0.435677
116451;93;1.010072511;0.885088
180222;120;1.794474278;0.538051
92411;82;0.174670145;0.936023
120148;44;0.199294178;0.739747
332717;108;1.815588158;0.654504
42514;55;5.183988924;0.547786
64695;53;5.67661882;0.19422
112939;93;4.72479943;0.801165
240296;185;0.391848394;0.435831
258780;150;0.065979946;0.435612
252311;110;1.821218554;0.29519
88725;78;1.732617208;0.337444
499076;196;0.555856624;0.334162
46950;60;7.7188797;0.613221
665434;232;2.78849271;0.066654
144177;80;0.500509949;0.992145
138632;147;1.077769543;0.220883
70240;48;1.933467063;0.24949
609982;200;0.07396232;0.752379
301294;65;0.158149667;0.220003
387985;90;0.611857031;0.904882
46211;67;8.946434323;0.052973
158965;130;0.433346332;0.113006
127542;60;0.123524982;0.664225
156932;43;0.348115245;0.777269
221811;136;1.130037201;0.877823
292052;127;0.043281568;0.122108
323475;139;0.541126788;0.962688
110906;87;4.454816201;0.975252
240333;108;1.851205743;0.328052
2402957;1147;0.080592957;0.704106
323475;214;0.919683449;0.616226
55453;54;5.646801548;0.401391
79482;64;7.466712021;0.770636
360444;85;0.595868627;0.686192
85028;80;4.885872599;0.579197
776340;170;1.442576951;0.685992
120148;70;2.77742173;0.073226
2587800;350;0.024940166;0.219487
83179;60;0.4435752;0.070572
1275416;296;0.001314935;0.573186
221811;75;0.243098856;0.375156
127542;80;1.23355049;0.946532
48059;38;2.01464687;0.52533
65434;65;7.383607149;0.495634
80388;71;4.968343606;0.815869
88725;52;8.608316925;0.856951
138614;70;0.808322948;0.259515
55453;77;7.436911376;0.019898
367837;110;1.122777937;0.866945
58965;60;1.553783476;0.953413
249538;94;2.316056585;0.012059
184843;140;6.697520837;0.233361
310536;140;17.17157242;0.282019
129388;143;1.93757314;0.157413
144177;100;0.803655622;0.01175
36969;47;5.323517204;0.008451
157116;75;0.211524843;0.519981
277264;205;0.191046953;0.454625
720702;280;0.325218271;0.025338
220887;200;1.556553036;0.681332
184843;107;0.170210223;0.286889
53604;54;9.454034126;0.831446
53604;90;6.453559058;0.095845
64325;23;0.606099546;0.770463
147874;127;7.629122967;0.930638
35120;30;1.6071802;0.061895
101664;89;0.274453844;0.312916
99815;87;1.112064413;0.504881
802384;172;0.447317806;0.053151
46211;57;10.9274893;0.002144
114603;70;1.651534591;0.609969
236599;130;0.361967274;0.97143
109056;79;6.84563352;0.534043
41590;48;6.707074693;0.892271
388170;205;1.483674748;0.201399
367837;203;0.564977623;0.881723
125693;52;1.948756384;0.719288
88725;71;5.004483801;0.779851
52865;73;9.192274915;0.722907
249538;120;0.235956841;0.845348
57301;71;1.009537021;0.361632
101664;40;0.407577827;0.478958
212569;365;7.985646348;0.721761
683919;255;1.815095901;0.923165
53604;58;8.253506035;0.276483
517819;179;1.990729203;0.038937
166357;148;4.349652626;0.963444
229205;97;1.266559349;0.522409
129205;178;8.433316311;0.425488
323475;170;0.111084594;0.266227
2014787;304;0.07722468;0.349896
52680;50;7.903333699;0.530137
85028;70;5.598766146;0.549278
151571;90;0.784715854;0.986757
231054;80;1.243588124;0.143015
665434;292;1.641230293;0.349011
304991;74;2.238687294;0.701929
73752;66;5.824502264;0.096619
96118;80;6.171331579;0.020917
101479;82;1.278528984;0.860191
683919;180;0.653919017;0.305771
42514;88;5.07867843;0.128743
2255083;479;0.080028875;0.99391
378928;186;0.190406284;0.623923
434381;106;0.323360778;0.305515
277264;78;0.373281474;0.189067
554529;330;0.561964932;0.477816
116451;102;4.679832038;0.615876
27708;70;12.56123203;0.979626
66543;63;5.512352559;0.934513
97967;30;0.413241092;0.677192
101664;94;8.146452257;0.873839
489834;98;0.167541171;0.749097
497227;350;0.561964932;0.846377
258780;145;2.188279198;0.704282
178373;169;6.762793301;0.877289
194085;128;0.491357027;0.9972
240296;173;4.630423878;0.00342
499076;146;0.412469257;0.379595
255083;300;7.973036495;0.825754
58226;61;2.405871324;0.420423
68392;77;3.678948745;0.363256
310536;116;0.313122876;0.54559
73937;72;4.48518603;0.365786
277264;200;4.702254746;0.150565
948059;381;1.482896466;0.004267
49908;65;1.29748766;0.346628
58780;72;1.553783476;0.121403
82625;77;4.618720821;0.318183
204991;110;1.12593657;0.490039
212569;110;2.233597178;0.930792
42514;51;7.808211629;0.33477
388170;126;1.34631899;0.844325
231054;60;0.312640962;0.259297
573013;150;0.647615359;0.746694
33272;50;6.445276186;0.975724
618318;244;0.528436626;0.097332
312384;120;1.168668193;0.29634
91497;85;7.969145465;0.322855
545287;180;2.781111239;0.495439
367837;312;0.814818129;0.240447
367837;230;0.26312712;0.229546
402957;309;3.294649093;0.839399
81331;68;4.5361633;0.656608
108133;100;5.972635112;0.86273
137708;48;0.28500694;0.721391
314233;171;0.783720795;0.046259
221811;100;6.258373078;0.0392
98891;82;6.126571815;0.225127
193161;120;0.294653817;0.36419
46211;50;5.946465273;0.428154
249538;200;6.082683779;0.654048
72089;33;6.350883559;0.699031
203327;95;0.520748257;0.179225
499076;255;0.274796942;0.378478
275416;90;0.318268028;0.888
508318;231;2.23547933;0.546684
282810;120;0.210442315;0.199218
90573;65;6.618545307;0.826997
218115;79;0.790579746;0.543734
62847;47;1.759873753;0.708337
184843;136;5.979070944;0.124226
1105360;249;0.227476446;0.416425
591497;270;0.035875832;0.103885
29961;56;15.03501828;0.481387
40665;60;3.694053653;0.671914
1072089;435;1.641230293;0.163074
98891;85;6.500313139;0.712679
1201479;741;0.383667916;0.150611
88725;74;6.57083979;0.673086
1016636;290;0;0.628246
128466;67;0.302521475;0.179731
415896;241;0.275764619;0.533056
240296;156;3.064698697;0.093851
123660;76;2.133553969;0.409794
19409;55;9.236622923;0.038046
60813;58;8.132110759;0.565471
77634;55;6.889063759;0.118464
175601;87;5.164497482;0.661099
300370;135;0.946464967;0.776861
43438;56;12.41565145;0.199774
216266;111;2.259874205;0.313267
314233;96;2.13123781;0.679166
147874;132;7.389433701;0.226146
135860;91;2.666012551;0.069369
86876;61;7.926231032;0.71625
302218;160;2.374321179;0.226955
77634;100;3.851537955;0.179065
57301;67;8.073762116;0.20841
536044;136;0;0.596369
159889;111;1.193181344;0.087017
44362;53;8.133497975;0.454922
425139;169;0.66738672;0.06849
739372;150;0.041126625;0.862535
157116;77;1.094174403;0.399925
76710;74;6.556568079;0.750034
221811;105;0.288316564;0.059171
646950;312;1.710572984;0.145412
81331;84;7.745403688;0.346955
155268;100;0.910345508;0.299363
147874;87;0.892357748;0.508171
73937;73;4.083399875;0.176905
134935;132;8.187227928;0.252767
257856;90;2.460070645;0.279048
75601;77;6.095202706;0.107689
123845;85;5.048468405;0.379401
275416;135;0.47864114;0.092413
68392;63;3.875028548;0.60849
157116;206;1.044043129;0.84927
273567;105;0.874400942;0.112363
24954;50;12.11753129;0.866432
52680;56;1.767000707;0.048316
369686;180;0.553118148;0.097769
232902;110;0.521756014;0.036266
49908;65;5.426043781;0.016912
183919;121;4.75763367;0.405546
203327;235;0.162471466;0.523937
362292;138;0.286129298;0.673063
174677;77;0.246180617;0.825748
91497;63;6.614358562;0.005704
97967;65;4.071004317;0.524451
240296;125;0.842408082;0.753806
184843;314;9.113959579;0.63466
277264;134;0.713281696;0.248748
49168;65;8.799866633;0.9114
332532;140;0.003339754;0.687825
107209;65;4.595650017;0.643932
776340;267;0.01465141;0.723064
406654;210;0.920160976;0.710191
76710;35;0.348272341;0.867217
154344;77;0.473535451;0.75256
44362;65;6.970309608;0.742465
105360;40;0.284771346;0.098461
153420;96;1.048709987;0.416799
203327;127;0.225664637;0.099209
127542;95;8.819104463;0.022681
137708;80;0;0.983165
295749;400;0.619758836;0.631418
406654;140;0.512094236;0.60754
112384;90;2.877515826;0.941856
1756007;395;0.281992638;0.044361
462107;247;1.324670313;0.641326
536044;380;0.615231476;0.108763
369501;170;0.086097185;0.725662
77262;75;2.785302538;0.851939
166359;110;1.189514165;0.740358
138447;59;0.387923133;0.369911
171904;112;4.893131268;0.939669
554529;250;0.017451122;0.514084
76710;67;2.057947672;0.212264
425139;121;0.262331789;0.9146
229020;119;1.12593657;0.858134
628466;256;0.068759256;0.129211
536044;280;1.52473761;0.402134
44362;54;6.114483892;0.395808
231054;150;0.643638055;0.630038
449168;130;0.039078009;0.499267
64695;60;4.450504436;0.102996
40665;48;7.87275468;0.435706
425139;250;0.175394477;0.03985
212569;116;0.250201094;0.693935
97967;78;1.0941827;0.067692
277264;180;2.317049077;0.71527
97043;140;1.163127321;0.146657
157116;105;0.337145888;0.699304
44362;53;5.091866749;0.436196
277264;185;0.13227817;0.237106
249538;135;1.901436851;0.613392
31793;50;0.459933294;0.656725
591497;230;0.06654854;0.449869
131238;164;4.454816201;0.782824
79298;69;2.056500564;0.027652
120148;50;2.653799994;0.558882
29575;45;8.392878584;0.093599
138632;100;4.864021201;0.93687
109057;95;5.275081535;0.320088
146026;110;6.728260695;0.72571
166359;120;0.128759169;0.598089
312384;150;1.597997658;0.321903
35120;70;7.754492232;0.650183
360444;138;0.148303889;0.09731
89649;108;7.158538017;0.513713
129390;74;0.749588378;0.699788
86691;81;2.545402557;0.640978
236414;91;0.499716812;0.614077
63771;65;6.676250105;0.35667
73383;72;2.728532051;0.534467
868762;260;0.455798942;0.022908
831793;220;0.047121831;0.226727
720887;140;0.401804437;0.48034
175601;98;1.472759571;0.105645
887246;175;0.147773137;0.692507
73752;72;6.095202706;0.221567
221811;178;0.563727642;0.243278
286506;147;5.90124325;0.773284
177449;50;0.27115641;0.196161
29575;95;8.783768397;0.86802
199630;95;0.146046289;0.492188
831793;270;0;0.837387
341959;215;0.425960213;0.081117
30499;45;12.60753532;0.703904
36969;50;3.739228212;0.778688
77634;70;2.056500564;0.606659
81331;76;5.654261708;0.095225
182994;110;1.559445515;0.158909
1164510;220;0.088759466;0.385101
199630;98;2.05102517;0.277376
277264;140;0.413004179;0.684239
517560;170;0;0.669351
201479;100;0.257796458;0.851479
108133;101;1.866441427;0.205126
91497;21;1.097598496;0.080104
96303;73;7.029466467;0.088614
68004;65;7.344823435;0.532839
203327;224;0.198741141;0.517243
34196;48;6.304221491;0.304994
341959;110;2.509935975;0.338211
341959;169;1.733730542;0.539195
332717;272;6.480256575;0.905333
40665;60;8.794386429;0.233503
81331;62;0.912531816;0.797189
160628;91;1.529539913;0.888143
46211;50;6.711144346;0.562932
2033272;481;0;0.81511
114603;75;0.745669285;0.63141
62847;45;1.057133482;0.06631
97965;68;1.141122841;0.414245
40665;70;5.705641849;0.340364
452865;150;0.258954621;0.787175
116451;60;1.144538012;0.747563
554529;83;0.0707954;0.379154
166174;75;0.749152196;0.485633
201479;70;0.437010638;0.189539
54621;75;9.562232646;0.34858
231054;115;0.056038254;0.889667
181146;180;0.631475207;0.543312
1571165;355;0.104480438;0.32873
138632;57;0.232751546;0.118184
83179;95;1.486158116;0.567476
72089;66;6.234336827;0.181576
53604;42;9.979875939;0.718394
406654;180;0.284002344;0.466091
831793;150;0.662019962;0.628806
365989;180;0.642910055;0.273948
739372;140;1.553783476;0.158166
608133;152;0.353638537;0.498024
286506;150;0.622605729;0.209582
268022;91;0.627382972;0.475202
92421;67;6.11758785;0.21014
495379;186;0.078387119;0.377004
92421;69;4.670943114;0.576198
51756;60;6.445599937;0.947323
73937;70;7.56003809;0.499815
31423;52;6.148780519;0.131697
134011;83;0.473535451;0.443822
573013;146;0.319903907;0.835106
349353;165;1.347675285;0.163108
194085;63;0.459564852;0.140205
83179;57;1.037154706;0.898396
87800;69;7.523157889;0.92298
378928;105;0.358106418;0.582616
245841;110;0.681027216;0.239114
33227;45;5.754996173;0.826914
115527;86;0.228707998;0.20541
92421;78;6.45937928;0.107384
120148;90;1.164141151;0.380624
400185;120;0.100048087;0.187374
128466;90;6.11969634;0.413466
42514;70;10.74232884;0.457446
680037;245;0.377256217;0.137982
1839187;390;0.442675676;0.97017
63216;65;8.303649807;0.572207
192237;139;0.562722582;0.164459
134935;93;8.568253432;0.772841
181146;60;0.713628463;0.16373
310536;127;0.007889811;0.503608
76525;68;2.673030904;0.971625
147874;87;0.406439091;0.494694
129390;100;5.577701844;0.749975
462107;120;0.436446235;0.560104
24954;45;14.13020668;0.139776
33272;67;1.063155222;0.794953
388170;350;7.476344315;0.341349
1293900;180;0.345546663;0.267096
68392;60;6.523495461;0.432133
60998;60;4.2147586;0.717041
443623;180;1.96958516;0.77752
33087;65;6.895420464;0.104602
1589649;220;0;0.939195
221811;190;0.463767555;0.475543
151571;58;1.568557491;0.641496
175601;118;0.617655934;0.533197
48059;46;8.133497975;0.224528
121996;114;5.590663141;0.0534
813124;322;0;0.167833
100739;88;6.046667041;0.59712
425139;190;1.853273539;0.922399
292052;110;0.218968373;0.960759
73937;77;8.604025795;0.254544
121996;40;0.805095879;0.469107
116451;114;3.294649093;0.52216
151571;74;1.215462458;0.512731
103327;83;1.239920791;0.399634
388170;100;0.105566914;0.605184
508318;273;2.34345408;0.584224
157115;90;0.460385994;0.114873
86876;105;6.440104416;0.645693
147874;76;0.460385994;0.668855
354144;189;2.24181477;0.503297
166359;103;2.112843406;0.943187
97967;74;5.399504395;0.026118
181146;93;1.121257922;0.958455
32348;36;10.71290914;0.772679
174677;180;0.436285684;0.430829
425139;185;0.021001522;0.47757
554529;251;2.28021225;0.696826
142329;103;0.47864114;0.052425
715342;235;2.662777448;0.857594
122921;97;1.141122841;0.630234
35120;45;9.464988389;0.038842
97967;88;6.159759732;0.943119
776340;348;0.105480457;0.250955
76710;70;5.742465725;0.148886
77634;70;7.913275305;0.126148
434381;180;0.113685571;0.910971
194085;113;1.667615402;0.807675
127542;98;4.215113374;0.669171
63771;63;2.764772332;0.227002
404806;134;1.080677621;0.208088
36784;25;1.820063025;0.771189
73937;81;1.203814833;0.278586
147874;100;0.333377669;0.34847
181146;85;0.819325495;0.605026
341959;92;0.293845515;0.77131
221811;117;3.294649093;0.034519
702403;281;0.288638119;0.463998
30499;50;5.302079625;0.32583
175601;142;0.242781331;0.20544
277264;130;0.55325871;0.591094
90573;97;6.791007876;0.540558
388170;160;0.316225258;0.432832
107209;82;4.327919029;0.940549
166359;75;0.108354346;0.238509
146026;74;0.261168987;0.063284
119963;150;7.367884576;0.174064
54529;60;7.66165505;0.822169
90573;99;5.939551542;0.548022
157116;82;0.957474957;0.602887
101664;60;1.215572776;0.263173
59150;64;2.89385277;0.654813
212569;134;0.615365604;0.192654
98891;78;4.98606909;0.683278
236599;105;0.634206631;0.807526
367837;96;1.468629743;0.866421
96118;98;6.712465207;0.878731
88725;63;0.823947939;0.901927
157115;90;0;0.935682
1293900;241;0;0.939895
55453;40;1.224228291;0.162113
182994;90;1.055192186;0.797256
46026;50;6.920031144;0.635476
184843;128;2.408123659;0.618973
97043;74;5.502092953;0.456732
182994;114;4.98606909;0.842565
73937;95;6.251036752;0.336106
495379;190;0.222620575;0.116684
173752;110;4.624365532;0.532174
211645;97;1.324670313;0.656984
388170;360;0.175605;0.535472
99076;76;4.618720821;0.584232
175601;118;4.327919029;0.193147
187616;149;4.216340409;0.797267
58226;72;0.36032482;0.774053
51756;72;6.659253151;0.990785
120148;75;3.743696295;0.211337
89057;73;4.454816201;0.265851
53604;87;5.819183468;0.178466
360444;164;0.338395732;0.068419
277264;90;0.407608116;0.720045
46026;55;5.576627994;0.495799
140481;60;0.12212469;0.892011
850277;280;0.240925428;0.736782
72089;60;0.405125711;0.334114
94270;75;5.163549534;0.888572
295749;162;0.372587374;0.580181
85028;70;7.715807284;0.896424
105360;88;4.551999158;0.662614
369686;177;1.111297682;0.879579
53604;68;5.79020646;0.304907
43438;50;5.214203071;0.102621
68392;83;1.570660392;0.407267
526802;198;0.026146925;0.155568
54529;72;3.167620212;0.725115
134935;130;6.341223341;0.498633
144177;72;0.444436318;0.245809
369686;208;0.580247888;0.900607
52680;65;5.492943804;0.987942
157116;214;5.937081448;0.589503
166359;37;0.015898403;0.689514
86876;27;0.547748514;0.901494
191682;106;0.859217586;0.56516
203327;88;0.04445352;0.112056
103512;80;3.871389033;0.151416
2384473;399;0;0.087374
35120;60;2.461707546;0.360449
1626617;240;0;0.492985
48059;34;1.711351766;0.32436
591497;140;0.447860946;0.307431
206100;110;2.439798989;0.170629
101664;70;6.188070953;0.777498
92421;96;7.984500094;0.135529
114603;100;6.014391231;0.045829
101664;83;1.536475811;0.057373
231054;76;1.012549328;0.009258
517560;154;0.199089554;0.077948
101664;65;0;0.080984
123845;77;6.310223496;0.267605
110906;64;2.089711109;0.145276
138632;190;6.272439181;0.5982
96118;42;0.521893463;0.713506
277264;95;0.340513206;0.407804
739372;150;0.054030363;0.346976
110906;58;0.356221605;0.0018
489834;150;0.107281075;0.377781
68207;74;9.822785389;0.235756
101662;100;7.942357552;0.617257
277264;70;0.217636394;0.732419
425139;260;0.149350354;0.135183
1848429;260;0.076949316;0.347169
129390;64;0.835054756;0.69593
425139;270;0.301635969;0.001276
536044;115;0.18010214;0.239137
174677;98;1.472759571;0.009443
194085;124;5.776490582;0.454829
87800;126;7.885197976;0.753208
138632;59;2.05029852;0.288606
554529;270;0.274716649;0.239634
887245;380;2.19178825;0.323475
240296;156;3.063816731;0.270422
434381;245;0.383121928;0.532038
434381;127;0.01328214;0.565096
212569;115;0.320290363;0.894299
68392;46;2.215149692;0.110516
545102;260;1.634953781;0.542855
273567;110;0.292780883;0.87393
137523;100;5.49015806;0.213245
101664;96;6.665152468;0.596973
120148;266;14.20640007;0.458563
26802;60;8.425391662;0.482982
157116;130;5.853733383;0.902297
192976;90;2.34345408;0.378479
332532;186;0.496866128;0.313872
89649;75;7.429493904;0.869543
776340;199;2.472275685;0.339461
183919;94;0.891536907;0.471302
48059;64;9.162514189;0.376113
813309;231;0;0.686555
249538;276;1.10408426;0.278665
129205;86;4.566635712;0.337582
155268;110;5.313329746;0.993304
332717;152;0.538369173;0.834643
120148;59;1.047571604;0.624042
107209;40;0.140919878;0.499343
120148;90;6.434333738;0.319362
258780;125;0.22911977;0.854735
47137;51;5.135965034;0.561312
2218115;246;0.009423787;0.460681
258780;182;5.00110727;0.527807
40665;52;11.83872587;0.989223
314233;110;0;0.784252
157116;80;0.181092759;0.612508
2754159;231;0.029871078;0.241469
157116;66;0.483922444;0.558124
73937;68;5.968972472;0.611968
146026;64;0.958331897;0.717058
323475;120;0.057531316;0.776447
258780;112;0.070139571;0.650403
77634;50;2.293189649;0.181012
50832;22;1.396875421;0.504121
46211;48;4.874447788;0.086445
162662;76;0.614962503;0.047948
99057;124;8.335068029;0.919266
144177;96;5.163549534;0.222433
314233;129;0.188265296;0.52552
208872;86;1.142617788;0.176444
231054;139;1.311816489;0.494659
114603;75;4.216340409;0.210714
147874;100;0.481226224;0.563501
151571;65;0.345175418;0.526202
182994;73;2.233597178;0.644192
194085;169;0.581482381;0.147879
144177;160;0.944745622;0.680615
99815;170;4.351697927;0.046226
42514;51;2.531998633;0.532389
175601;60;0.154751065;0.126761
1088725;250;0.227476446;0.461471
144177;75;0.324180712;0.014595
89094;74;4.001922315;0.281052
665434;81;0.037272216;0.673865
219963;95;0.112726961;0.349008
