Estrelas,ProximidadeTurismo,Capacidade,Preco
3,5.375833685580619,3,498.74326202274085
5,0.9920486253150242,2,460.48959925661404
2,15.762989726277176,3,229.6027493233458
4,5.023282400747796,3,560.2300354905557
1,8.622669997532368,2,227.58259730362303
5,1.6066118981977282,1,531.3373856056725
4,9.526449528153877,1,326.4013608865635
2,16.085221559487238,3,283.5062634027304
4,5.615787496032208,2,452.9248304829699
5,2.0727074697361862,2,472.8558153717771
5,3.07732574679432,3,514.1785126246314
1,1.5925046837370243,2,298.05785872153365
3,19.585489551365388,3,196.39485591348546
2,14.464210639833286,2,162.850522789306
5,4.523502755690917,1,453.34193748718036
5,3.1943183333153065,3,594.8513372058352
2,1.3777921428577067,4,555.6195985675585
5,9.571474731510168,2,446.32290249031837
1,13.48424319121701,2,173.1113567442849
1,4.015575444993436,4,476.8559843261072
3,4.684760446797231,2,414.3809581521077
4,5.1283645759275664,3,557.6484256478982
2,3.2631846215831812,2,419.9534863264861
1,6.027076564293296,2,232.25943373419707
1,5.9464976972040535,2,255.09135326002144
1,2.5595766921426835,4,457.281163874877
1,3.480463796426194,3,395.04539332963463
3,7.823669669020897,3,474.1432860866736
5,6.251186564337302,4,672.2898620604423
1,8.13595997094507,4,352.3759025629707
3,5.2164150997061896,1,351.2850343471753
4,0.7311964594819724,3,629.668226077483
5,12.973796559567399,3,405.827733454356
4,3.2493495832049915,3,504.6900255807186
5,7.113063597427885,1,378.99755947055394
5,3.881541924822496,1,486.36636180934784
5,0.5992800267109062,2,489.8595170459756
3,7.999136231406647,4,490.2111154842946
2,2.200757798203556,4,688.699028976177
4,13.086687523521793,3,411.8980854579689
5,0.25798558254487114,2,617.8319130992764
5,11.452621730192247,2,344.0883069176093
1,3.4649444200676074,2,306.78461970494936
1,7.741606098188164,3,331.00345825123856
3,7.744589687708259,3,515.2513877146916
5,1.0490716508551272,1,532.298026527644
4,1.3391292261547592,4,649.6094955883636
4,6.126257388749357,1,416.31420034420603
1,8.228283242942817,2,230.80462478323912
1,14.902653879072982,2,196.8142464692378
2,14.96139636951632,4,292.4419213777884
5,9.724028893524977,3,445.356134284306
5,13.462210732223001,1,269.48726424621844
1,4.674931736578535,4,525.6177144584442
1,8.624932997247338,2,289.37357989159875
1,6.225191403049976,2,293.45576027244107
2,6.311919417468571,4,444.35677725219796
2,5.684589189242769,1,241.04118012025037
2,3.328117648522096,3,372.52355361184726
5,4.804244961177868,2,468.2590238980016
2,9.681860639071049,3,337.43994647371585
5,8.313510579847684,2,463.17989543572025
1,4.879726826630046,3,375.4327473941602
5,9.196506900626618,2,423.2209092385807
4,26.429357210147415,2,11.603583559560846
3,5.4012302640049406,4,599.5266599293898
1,22.90467070530539,2,-93.04906102743473
4,16.00267818748759,3,361.82383195756455
3,1.888347802177838,1,490.27708458213874
4,4.122717546045429,4,661.1851318801879
3,4.034591834208012,3,482.9535828046377
3,18.3002855042781,4,277.18078271009875
2,6.958351193495473,3,461.3248372392954
4,2.467660239799706,4,614.317323910406
4,15.259575608848085,3,287.1182668094101
1,7.727718829782021,2,197.22320071083638
5,8.820565993630106,4,529.6629881013636
4,12.52593341503319,2,257.2405157303433
4,5.863200252111324,4,642.2312420470482
1,4.57640594289526,4,533.586009371496
1,3.718110814974935,3,380.78413008249214
2,4.573096467208113,3,458.9047729581222
5,9.623417448143453,2,455.4894847925426
5,7.708369604049366,4,620.8608180738707
2,2.431682154024917,1,283.6192190386397
1,3.9036494350862236,2,258.4069245413715
1,15.885306910975325,4,302.81523943676893
1,5.1092618123226305,4,492.6237343679664
4,7.747283190671621,4,593.9021308565002
5,18.081439264982514,2,192.98886965529817
5,4.113342428976086,3,619.4820110649309
3,4.832495424791074,4,604.8000708770196
3,0.025711824315100253,3,605.1874556960553
4,10.400862450537032,2,314.7315901488749
4,1.646438095263976,3,657.6842635979872
5,8.851875412089273,2,356.5808943492759
3,14.737648151384048,1,181.6841332126661
2,3.8909396886572054,3,516.2340034312095
1,11.710410646204883,1,174.40830295266358
5,3.2656097767920773,2,527.5631949516363
2,0.08209882269614044,1,328.3865227180012
4,5.22619416398478,3,575.1701348357234
1,10.42977594646376,1,86.44371711637609
4,4.140913537935951,3,559.3815048134804
3,5.072344618949226,1,312.67999676301184
2,1.546688336463322,3,463.9626347000793
1,10.415683888185818,2,217.73629554552824
1,0.39267991037953187,1,252.54560596450762
4,9.489328108497634,1,319.8237219122493
5,1.319117557874122,4,695.2710944196808
2,19.805655910689396,1,-102.69968553718422
1,7.68770644399475,4,413.74049818059035
1,4.213275873246805,3,427.31617517562506
3,4.693107362791068,4,604.9845825968399
2,8.756956787795067,1,245.77855078545673
2,13.651628772251687,1,-10.714595429554407
1,19.470986428203577,4,130.32304988809489
2,4.802420417382233,3,449.2842063775069
2,5.232509433848951,3,511.29997531982826
1,10.212247431671631,4,404.9422760503038
1,7.086952731104265,1,283.32794797032034
4,24.51229719075076,1,-36.492914960715154
4,2.1120598363151997,3,611.4796530377964
4,1.2040663866440973,1,400.9201318886527
4,14.793159799632535,1,163.91919302614932
2,3.3210227734882514,4,516.8147586160862
3,7.214312955717558,4,494.0143079198127
1,4.487670131054991,2,300.574141319617
1,17.441877565539553,4,221.29832568374297
5,16.60607559894514,2,278.9891212469214
3,14.166034824256407,4,413.8519754940082
3,28.02202798391713,4,116.55886369100037
1,11.884244215830194,1,75.11283424091486
3,6.03839552796151,2,363.1031623641725
5,11.495540632571181,2,364.7326013406422
2,10.983035407325124,3,297.88743478114924
4,1.3783917859609385,4,716.9807170398801
5,0.2538560440645899,4,808.1991386522712
4,6.103917643054127,1,421.62387403627173
1,2.8601252697811796,1,232.91235660735555
2,9.78567297446043,2,287.7551517777289
5,11.094775536361452,2,318.37050719313714
3,5.475181006794317,1,339.1551157767426
2,6.659671460695378,3,460.9401848906457
5,25.3455446208423,1,15.609632499804228
2,13.751844793172408,3,318.59490649949544
1,5.009922321799466,1,172.87316004823685
3,4.802490349949254,1,289.51792884643305
4,9.361075501096977,3,445.9879978458761
4,8.091802968531628,3,529.2744583586586
4,11.980928801910382,3,379.509951144693
5,4.066570874668812,4,665.990927461185
2,12.016978556675063,4,330.0790109475977
3,1.474344016509719,3,570.6571718919367
3,9.774648772458692,4,536.8417815955479
5,8.7938994191337,3,549.1560170720106
3,6.354245265539955,3,497.7476274060141
3,5.426107834987963,3,471.1291195540575
2,7.159388934369916,2,288.6467533494059
2,29.94612860227619,1,-185.0602762247053
2,8.809375610809715,3,362.21693400209864
5,18.081318105789755,4,399.69322609823575
5,4.36638474629293,4,727.5843361943222
5,1.9272899649972683,4,721.5648281164181
3,6.964386733914393,2,328.82345235245185
4,3.382254736851153,1,457.81433002952525
3,6.51781261700616,4,543.6797421815701
2,0.014710002454108063,1,327.8543327584832
4,7.667048545369003,1,271.01373434903917
1,10.043227122146135,2,213.90605134842065
4,9.98191728231864,2,477.2321374275409
2,13.730425509508953,1,85.75045963251051
2,10.677420110191065,2,229.63790484189977
2,17.61266127419863,2,183.93533439688008
2,7.540956636562427,3,386.3168072792257
1,6.250273906846713,4,372.57117870066634
4,3.9039269398550807,2,403.28163857548975
1,1.1255753090645428,1,368.8216925080831
3,6.555450294843581,1,332.2087212156378
4,0.6751685717432486,2,587.8029139866948
3,7.77604137902912,2,351.59134450048197
3,0.35742733548173483,1,386.5158519912254
3,3.3601574266199212,4,591.9386956813931
2,8.864915393596158,1,209.50325299679568
4,2.721317560182082,2,463.6580910114233
5,2.8479059913436315,2,581.1143756506837
4,3.0937759288336135,3,515.1446729833417
2,0.285288698344164,1,357.65628780435554
4,3.2473026508296,2,484.8535533595828
2,5.288698535561153,4,479.67503863000854
4,1.7371185298702343,2,414.98236165160415
4,5.665453158182125,2,469.08442004192017
3,1.4630444600104426,1,362.9515727777778
1,4.9872695831193194,3,456.5400063038322
4,7.379317802412299,4,555.3145300675513
5,12.037351921997795,2,342.1849821384831
1,4.170435029676035,3,411.1673967454231
5,6.878813911747546,1,445.0957091965715
4,0.49857266599822647,4,681.858163524127
2,13.480357804247188,4,401.12972865654507
4,9.076987979878986,3,530.4754224533013
3,26.805708407690005,3,103.40197237899716
2,2.0080851399566555,3,581.1598717504797
5,9.988487960953682,1,394.8625418315498
4,7.4013679073951355,1,407.7167565467476
4,5.654978063746563,4,687.1167546958508
2,4.7603138343811455,4,535.1971997938753
4,21.580685639612568,2,106.92509222913873
1,13.185510180908366,2,33.177614619642384
5,2.3929659114234414,2,496.00402579544135
4,2.467935577887518,3,568.2271484843099
4,10.793431660249952,3,405.0446124329727
2,1.142255514501802,3,509.51516653985965
3,0.13239767667533553,1,377.31402195405576
5,1.2194492760027726,2,505.8221339078788
1,3.390592559424304,4,495.6769904881776
1,5.896320419510298,1,202.6026951692045
2,8.958157604108271,3,320.4591458403413
1,5.4832813049797995,4,423.22676581788477
3,0.9866745381579567,2,443.25867964322055
4,1.971810551973674,1,420.7376020097106
5,10.590272544419664,4,515.3794077618442
4,10.225643912606856,4,578.4808883237135
2,8.552404572508642,2,301.00174515208323
4,12.572196508289942,2,259.94017393287527
3,14.828833575740425,2,199.4009394118188
1,13.094121463310142,3,169.10329041623763
5,8.178618311849958,3,577.0360485217402
3,2.3820019202203864,2,531.5692978246333
2,1.0523213705927585,4,661.5536717257964
5,0.9165940810038319,3,614.4334868177936
4,0.3126754702756948,4,709.1831396081773
2,0.9211211469195592,1,341.499043285963
4,13.554427025944182,1,237.01211477682546
3,3.981481287500751,1,299.9748840857901
3,1.6137353627777917,3,523.9307080443934
2,17.944488052250737,2,80.44938753739487
1,0.27509702029835803,1,332.16248305065403
2,22.320163895251778,1,-31.696842498141244
1,1.0497970101895355,4,532.5676751593788
2,13.674149824601585,3,299.7152572842794
2,16.553440383096778,3,250.03501017792132
5,1.5364446081566638,4,728.6103459932756
1,15.844735631509355,3,110.82238072653307
1,8.444543066045863,4,342.5496219073757
3,12.128678162090248,2,297.0127855157735
4,2.837695543833455,4,639.4348673075974
3,2.821958766904351,2,367.9293585277902
1,11.582031851840288,3,289.0069813723443
5,16.193599828975426,1,212.60572944780245
1,5.110404635801098,3,317.49355322684664
4,17.406294458953308,1,190.84510988106612
4,2.934850548893775,3,623.134788380012
2,9.17221542115856,4,443.49295414133775
5,0.5704286766218815,4,694.8754580808414
3,8.767267736904524,2,264.5381186176454
5,18.269113783045178,4,389.2642999970246
2,4.0318830684953335,1,213.66656915257886
1,9.494055237932187,4,400.3729089005805
4,1.6325494883317873,2,456.80784456434736
1,0.8645528271104713,1,320.9545799205255
1,4.3046191188579295,1,229.50104498650512
2,11.49379383367124,3,345.71338673142736
3,2.975143539549459,1,323.5997494459364
1,0.44022276175347974,4,574.8820172411666
4,6.430545453392927,3,441.6470812904093
4,5.882249291179367,2,482.132491764883
3,2.125870464375366,3,541.7345023986179
3,15.470314969908445,2,225.38623405010262
2,0.6028753363911904,2,381.9162259307746
5,2.78081047967944,3,659.3380041899995
4,6.4295255335289045,1,366.71965914460736
1,1.501152270061292,4,558.1618492344423
2,15.877615237453675,2,158.0793934016258
3,6.4325760178873885,1,291.6752855027349
1,11.33592825638459,2,245.34639588810776
5,9.967596428198156,4,562.8531721477517
3,1.4876615223367926,2,443.28830953372267
5,0.9600420496977001,2,587.8628493375991
5,0.45113303693334816,3,633.4514419891066
4,0.7912172392953508,3,600.9758340475508
4,8.505306835234382,2,381.03153248584243
5,8.391241905992736,4,583.1974558478523
4,10.117740841054886,3,447.61503681917657
3,0.8496813703770767,3,670.2944421577747
5,16.064396894498326,2,317.2595541023395
5,13.730535360419285,2,389.00432515601887
2,18.666831483316273,4,221.4778984652627
2,7.574683300614039,3,359.1555195624618
2,0.10056471869014538,3,519.0798032815476
2,12.380069359584398,2,255.0430676717559
1,10.40599230085145,3,174.47423007142612
2,3.1560312338585823,2,345.22113655826
3,6.234536094243825,1,310.4260704568345
1,8.906716814313947,2,220.66104536057463
3,5.129168468277764,2,505.80311474159697
2,25.412388076882245,2,-25.863600750512102
5,9.680821176645779,1,303.27400429056036
1,4.770680923568652,2,235.70602810165957
5,3.5595149304680636,2,521.7816996437457
3,25.402316207591717,2,-63.207328285755096
3,9.265583009670964,1,268.0258723275025
1,5.580818806186658,1,226.43893998835077
3,11.169495537467235,4,462.61168585529185
1,0.3529673960291556,3,586.8994853191687
3,2.412039642189525,1,336.3859080851946
5,11.277836301278024,2,374.8230635846442
4,8.811310970996324,2,323.1479933556281
2,10.329891945199456,4,409.3722352885046
2,9.23912015810002,3,434.88127763550096
4,14.121516982986309,4,466.0057802962974
